claim_id,description,actual_severity,filing_date
CLM00891,Fender bender on 02/13/2025 at Union Street in Cambridge. 2020 Chevrolet Silverado damage to driver side door. Both drivers remained at scene.,Medium,2025-02-13
CLM00892,Collision with deer on Union Street near Worcester on 5 days ago. 2020 GMC Sierra has front-end damage including windshield and headlight. Police report available.,Medium,2025-09-30
CLM00893,"Side-swiped on highway near Boston on January 17, 2025. 2018 Ford F-150 has damage to tail light and hood. Other driver cited for unsafe lane change.",Medium,2025-01-17
CLM00894,Small scratch along quarter panel noticed on 06/12/2025. Unknown cause. 2021 Volkswagen Jetta parked at Springfield Parking Garage.,Low,2025-06-12
CLM00895,Total loss - 2018 Jeep Wrangler completely submerged during flooding on School Road near Lowell on 66 days ago. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-07-31
CLM00896,"Windshield chip from road debris on April 28, 2025 while driving on Highland Ave. 2020 GMC Sierra. Small chip needs repair before it spreads.",Low,2025-04-28
CLM00897,Small dent from hail storm on 11/26/2024. 2020 Lexus RX parked at Worcester Shopping Center. rear bumper affected.,Low,2024-11-26
CLM00898,Shopping cart dent on trunk at Lowell shopping center on 228 days ago. 2020 Lexus RX. Superficial damage only.,Low,2025-02-19
CLM00899,"Bird damage to paint on hood on June 14, 2025. 2022 BMW X5. Etching visible, needs touch-up.",Low,2025-06-14
CLM00900,Small dent from hail storm on 09/20/2025. 2020 GMC Sierra parked at Springfield Parking Garage. passenger side affected.,Low,2025-09-20
CLM00901,Minor parking lot incident on 281 days ago. Small scratch on front bumper of my 2020 Lexus RX. No injuries. Other party left contact information.,Low,2024-12-28
CLM00902,Shopping cart dent on hood at Somerville shopping center on 01/14/2025. 2021 Volvo XC90. Superficial damage only.,Low,2025-01-14
CLM00903,"Hit and run while parked on October 03, 2025 at Newton Plaza. 2021 Mazda CX-5 has significant damage to trunk. Witnesses provided partial plate number.",Medium,2025-10-03
CLM00904,"Backed into pole in parking lot on 12/02/2024 at Cambridge Shopping Center. 2020 Toyota Camry has dent in front bumper. My fault, estimated repair cost $3,500.",Medium,2024-12-02
CLM00905,Minor collision at stoplight on 321 days ago. 2022 Acura MDX bumped from behind. Damage to tail light.,Medium,2024-11-18
CLM00906,"Backed into pole in parking lot on 359 days ago at Lowell Parking Garage. 2020 Toyota Camry has dent in front bumper. My fault, estimated repair cost $3,500.",Medium,2024-10-11
CLM00907,Windshield chip from road debris on 18 days ago while driving on Pleasant St. 2020 GMC Sierra. Small chip needs repair before it spreads.,Low,2025-09-17
CLM00908,"Windshield chip from road debris on March 01, 2025 while driving on Forest Drive. 2022 BMW X5. Small chip needs repair before it spreads.",Low,2025-03-01
CLM00909,"URGENT: Major collision on 11/20/2024 at Maple Drive and Forest Drive in Providence. My 2020 Toyota Camry was hit by driver who ran red light. Extensive damage to hood, hood, and driver side door. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2024-11-20
CLM00910,Shopping cart dent on windshield at Quincy shopping center on 11/04/2024. 2021 Mazda CX-5. Superficial damage only.,Low,2024-11-04
CLM00911,Total loss - 2018 Jeep Wrangler completely submerged during flooding on Lake Street near Somerville on 09/23/2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-09-23
CLM00912,Small dent from hail storm on 243 days ago. 2020 Chevrolet Silverado parked at Malden Plaza. rear bumper affected.,Low,2025-02-04
CLM00913,Fender bender on 11/08/2024 at Maple Drive in Quincy. 2019 Infiniti Q50 damage to windshield. Both drivers remained at scene.,Medium,2024-11-08
CLM00914,"My 2018 Dodge Ram was struck by drunk driver on 43 days ago at Worcester Mall. Extensive damage to hood, side mirror, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-08-23
CLM00915,Tire damage from pothole on Highland Ave on 09/28/2025. 2019 Nissan Altima. Tire needs replacement.,Low,2025-09-28
CLM00916,"Fender bender on June 23, 2025 at Hill Ave in Newton. 2018 Jeep Wrangler damage to trunk. Both drivers remained at scene.",Medium,2025-06-23
CLM00917,"Collision with deer on Forest Drive near Newton on January 27, 2025. 2021 Tesla Model 3 has front-end damage including hood and tail light. Police report available.",Medium,2025-01-27
CLM00918,"Windshield chip from road debris on September 27, 2025 while driving on Broadway. 2019 Honda Accord. Small chip needs repair before it spreads.",Low,2025-09-27
CLM00919,"Windshield chip from road debris on December 27, 2024 while driving on Pine Road. 2019 Nissan Altima. Small chip needs repair before it spreads.",Low,2024-12-27
CLM00920,"Minor scrape on front bumper while parking on December 29, 2024 at Worcester Plaza. 2019 Audi A4. Paint transfer visible.",Low,2024-12-29
CLM00921,"Severe accident on highway near Malden on March 09, 2025. 2019 Hyundai Elantra struck by semi-truck. Major damage to entire rear bumper side. Vehicle towed from scene. Hospital treatment required. Police report number RPT961309.",High,2025-03-09
CLM00922,Shopping cart dent on driver side door at Somerville shopping center on 02/05/2025. 2021 Volvo XC90. Superficial damage only.,Low,2025-02-05
CLM00923,"Devastating hail storm on May 11, 2025 damaged 2020 GMC Sierra and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-05-11
CLM00924,Collision with deer on Lake Street near Medford on 163 days ago. 2020 Subaru Outback has front-end damage including tail light and front bumper. Police report available.,Medium,2025-04-25
CLM00925,Broken front bumper discovered on 09/30/2025 at Medford Plaza. Likely vandalism while parked. 2021 Mazda CX-5.,Low,2025-09-30
CLM00926,Minor bumper contact in parking garage on 58 days ago. 2019 Honda Accord. Both parties exchanged information.,Low,2025-08-08
CLM00927,"Vehicle damaged by shopping cart blown by wind on June 27, 2025. 2021 Tesla Model 3 has dents on quarter panel. Security footage available.",Medium,2025-06-27
CLM00928,Side-swiped on highway near Malden on 284 days ago. 2020 Chevrolet Silverado has damage to windshield and side mirror. Other driver cited for unsafe lane change.,Medium,2024-12-25
CLM00929,"Side-swiped on highway near Springfield on March 18, 2025. 2019 Hyundai Elantra has damage to trunk and headlight. Other driver cited for unsafe lane change.",Medium,2025-03-18
CLM00930,"Minor parking lot incident on May 22, 2025. Small scratch on windshield of my 2021 Mazda CX-5. No injuries. Other party left contact information.",Low,2025-05-22
CLM00931,Vehicle damaged by shopping cart blown by wind on 11/23/2024. 2021 Volkswagen Jetta has dents on quarter panel. Security footage available.,Medium,2024-11-23
CLM00932,"Tree fell on 2020 Kia Sorento during severe storm on 07/01/2025 at 7908 Elm Street, Lynn. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-07-01
CLM00933,Vehicle damaged by shopping cart blown by wind on 01/03/2025. 2019 Hyundai Elantra has dents on trunk. Security footage available.,Medium,2025-01-03
CLM00934,Minor collision at stoplight on 299 days ago. 2021 Volvo XC90 bumped from behind. Damage to headlight.,Medium,2024-12-10
CLM00935,Minor scrape on rear bumper while parking on 241 days ago at Hartford Parking Garage. 2021 Volkswagen Jetta. Paint transfer visible.,Low,2025-02-06
CLM00936,"Tree fell on 2020 Lexus RX during severe storm on 10/13/2024 at 9535 Forest Drive, Waltham. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2024-10-13
CLM00937,Shopping cart dent on quarter panel at Providence shopping center on 03/02/2025. 2020 Chevrolet Silverado. Superficial damage only.,Low,2025-03-02
CLM00938,Severe accident on highway near Newton on 256 days ago. 2022 Acura MDX struck by semi-truck. Major damage to entire quarter panel side. Vehicle towed from scene. Hospital treatment required. Police report number RPT833345.,High,2025-01-22
CLM00939,"Rear-ended at intersection of Forest Drive and Cedar Lane in Hartford on April 08, 2025. My 2018 Ford F-150 sustained moderate damage to passenger side. Police report filed.",Medium,2025-04-08
CLM00940,"Small dent from hail storm on June 17, 2025. 2020 Toyota Camry parked at Lowell Plaza. quarter panel affected.",Low,2025-06-17
CLM00941,"Minor parking lot incident on May 01, 2025. Small scratch on tail light of my 2019 Hyundai Elantra. No injuries. Other party left contact information.",Low,2025-05-01
CLM00942,Broken fender discovered on 63 days ago at Lynn Mall. Likely vandalism while parked. 2018 Jeep Wrangler.,Low,2025-08-03
CLM00943,Tire damage from pothole on Cedar Lane on 06/19/2025. 2018 Jeep Wrangler. Tire needs replacement.,Low,2025-06-19
CLM00944,Side-swiped on highway near Waltham on 257 days ago. 2022 Mercedes-Benz C-Class has damage to fender and tail light. Other driver cited for unsafe lane change.,Medium,2025-01-21
CLM00945,Minor bumper contact in parking garage on 223 days ago. 2018 Jeep Wrangler. Both parties exchanged information.,Low,2025-02-24
CLM00946,"Tire damage from pothole on Main St on May 03, 2025. 2019 Nissan Altima. Tire needs replacement.",Low,2025-05-03
CLM00947,Broken driver side door discovered on 329 days ago at Worcester Plaza. Likely vandalism while parked. 2018 Ford F-150.,Low,2024-11-10
CLM00948,Rear-ended at intersection of Highland Ave and Broadway in Lowell on 03/12/2025. My 2021 Volvo XC90 sustained moderate damage to passenger side. Police report filed.,Medium,2025-03-12
CLM00949,Shopping cart dent on fender at Brookline shopping center on 312 days ago. 2020 Lexus RX. Superficial damage only.,Low,2024-11-27
CLM00950,"Collision with deer on Cedar Lane near Medford on May 08, 2025. 2022 Acura MDX has front-end damage including headlight and front bumper. Police report available.",Medium,2025-05-08
CLM00951,"URGENT: House fire at 6849 River Road, Quincy on 04/25/2025. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $100,000. Fire department report available. Family displaced.",High,2025-04-25
CLM00952,Small dent from hail storm on 65 days ago. 2020 Subaru Outback parked at Providence Plaza. fender affected.,Low,2025-08-01
CLM00953,Windshield chip from road debris on 168 days ago while driving on Summer St. 2019 Honda Accord. Small chip needs repair before it spreads.,Low,2025-04-20
CLM00954,"Backed into pole in parking lot on 08/02/2025 at Lynn Shopping Center. 2020 Subaru Outback has dent in rear bumper. My fault, estimated repair cost $3,500.",Medium,2025-08-02
CLM00955,"Small scratch along tail light noticed on December 09, 2024. Unknown cause. 2022 BMW X5 parked at Springfield Shopping Center.",Low,2024-12-09
CLM00956,"Small scratch along quarter panel noticed on November 20, 2024. Unknown cause. 2021 Tesla Model 3 parked at Somerville Shopping Center.",Low,2024-11-20
CLM00957,"Rear-ended at intersection of Lake Street and Lake Street in Lowell on December 01, 2024. My 2020 GMC Sierra sustained moderate damage to headlight. Police report filed.",Medium,2024-12-01
CLM00958,Minor parking lot incident on 08/30/2025. Small scratch on headlight of my 2018 Jeep Wrangler. No injuries. Other party left contact information.,Low,2025-08-30
CLM00959,Side-swiped on highway near Cambridge on 02/01/2025. 2019 Nissan Altima has damage to tail light and trunk. Other driver cited for unsafe lane change.,Medium,2025-02-01
CLM00960,Minor parking lot incident on 1 days ago. Small scratch on trunk of my 2021 Volvo XC90. No injuries. Other party left contact information.,Low,2025-10-04
CLM00961,"Minor scrape on headlight while parking on June 25, 2025 at Lowell Plaza. 2020 Kia Sorento. Paint transfer visible.",Low,2025-06-25
CLM00962,"Hit and run while parked on April 26, 2025 at Cambridge Shopping Center. 2021 Tesla Model 3 has significant damage to hood. Witnesses provided partial plate number.",Medium,2025-04-26
CLM00963,Minor bumper contact in parking garage on 1 days ago. 2022 Mercedes-Benz C-Class. Both parties exchanged information.,Low,2025-10-04
CLM00964,Shopping cart dent on quarter panel at Newton shopping center on 05/14/2025. 2020 Chevrolet Silverado. Superficial damage only.,Low,2025-05-14
CLM00965,Minor bumper contact in parking garage on 05/11/2025. 2019 Nissan Altima. Both parties exchanged information.,Low,2025-05-11
CLM00966,Collision with deer on Washington Blvd near Lowell on 19 days ago. 2019 Nissan Altima has front-end damage including headlight and hood. Police report available.,Medium,2025-09-16
CLM00967,"My 2018 Jeep Wrangler was struck by drunk driver on 311 days ago at Newton Plaza. Extensive damage to hood, quarter panel, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2024-11-28
CLM00968,Tire damage from pothole on Hill Ave on 326 days ago. 2022 Acura MDX. Tire needs replacement.,Low,2024-11-13
CLM00969,"Total loss - 2020 Subaru Outback completely submerged during flooding on Broadway near Lowell on January 03, 2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.",High,2025-01-03
CLM00970,"Bird damage to paint on hood on 08/22/2025. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2025-08-22
CLM00971,Small dent from hail storm on 08/27/2025. 2018 Dodge Ram parked at Springfield Mall. driver side door affected.,Low,2025-08-27
CLM00972,"Bird damage to paint on hood on May 22, 2025. 2018 Dodge Ram. Etching visible, needs touch-up.",Low,2025-05-22
CLM00973,Small dent from hail storm on 06/13/2025. 2020 Kia Sorento parked at Somerville Parking Garage. headlight affected.,Low,2025-06-13
CLM00974,Minor scrape on windshield while parking on 08/17/2025 at Hartford Plaza. 2019 Audi A4. Paint transfer visible.,Low,2025-08-17
CLM00975,Hit by opening car door on 169 days ago at Medford Mall. Damage to tail light of my 2022 BMW X5. Other party admitted fault.,Medium,2025-04-19
CLM00976,"Backed into pole in parking lot on January 24, 2025 at Somerville Plaza. 2018 Ford F-150 has dent in passenger side. My fault, estimated repair cost $3,500.",Medium,2025-01-24
CLM00977,Vehicle damaged by shopping cart blown by wind on 87 days ago. 2019 Honda Accord has dents on passenger side. Security footage available.,Medium,2025-07-10
CLM00978,"Shopping cart dent on windshield at Waltham shopping center on April 29, 2025. 2020 GMC Sierra. Superficial damage only.",Low,2025-04-29
CLM00979,Shopping cart dent on quarter panel at Worcester shopping center on 105 days ago. 2020 Lexus RX. Superficial damage only.,Low,2025-06-22
CLM00980,Hit by opening car door on 10 days ago at Providence Shopping Center. Damage to headlight of my 2020 Toyota Camry. Other party admitted fault.,Medium,2025-09-25
CLM00981,Tire damage from pothole on Pine Road on 07/08/2025. 2019 Infiniti Q50. Tire needs replacement.,Low,2025-07-08
CLM00982,Total loss - 2022 BMW X5 completely submerged during flooding on Forest Drive near Quincy on 07/05/2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-07-05
CLM00983,"Tire damage from pothole on Cedar Lane on September 30, 2025. 2020 Kia Sorento. Tire needs replacement.",Low,2025-09-30
CLM00984,Minor parking lot incident on 363 days ago. Small scratch on hood of my 2019 Hyundai Elantra. No injuries. Other party left contact information.,Low,2024-10-07
CLM00985,"Windshield chip from road debris on January 08, 2025 while driving on River Road. 2020 Toyota Camry. Small chip needs repair before it spreads.",Low,2025-01-08
CLM00986,"Windshield chip from road debris on April 27, 2025 while driving on Church St. 2020 GMC Sierra. Small chip needs repair before it spreads.",Low,2025-04-27
CLM00987,"Hit by opening car door on October 04, 2025 at Lynn Parking Garage. Damage to rear bumper of my 2019 Infiniti Q50. Other party admitted fault.",Medium,2025-10-04
CLM00988,Shopping cart dent on driver side door at Brookline shopping center on 07/10/2025. 2020 Kia Sorento. Superficial damage only.,Low,2025-07-10
CLM00989,Minor collision at stoplight on 55 days ago. 2019 Honda Accord bumped from behind. Damage to fender.,Medium,2025-08-11
CLM00990,Hit and run while parked on 07/28/2025 at Lowell Mall. 2020 Lexus RX has significant damage to side mirror. Witnesses provided partial plate number.,Medium,2025-07-28
CLM00991,"Bird damage to paint on hood on 282 days ago. 2018 Dodge Ram. Etching visible, needs touch-up.",Low,2024-12-27
CLM00992,Broken windshield discovered on 03/13/2025 at Malden Mall. Likely vandalism while parked. 2020 Lexus RX.,Low,2025-03-13
CLM00993,Minor scrape on rear bumper while parking on 189 days ago at Lowell Mall. 2019 Nissan Altima. Paint transfer visible.,Low,2025-03-30
CLM00994,"Windshield chip from road debris on February 13, 2025 while driving on Oak Ave. 2019 Honda Accord. Small chip needs repair before it spreads.",Low,2025-02-13
CLM00995,Shopping cart dent on windshield at Springfield shopping center on 186 days ago. 2018 Dodge Ram. Superficial damage only.,Low,2025-04-02
CLM00996,"Bird damage to paint on hood on November 02, 2024. 2019 Audi A4. Etching visible, needs touch-up.",Low,2024-11-02
CLM00997,"Minor bumper contact in parking garage on May 24, 2025. 2019 Hyundai Elantra. Both parties exchanged information.",Low,2025-05-24
CLM00998,"Bird damage to paint on hood on 296 days ago. 2021 Volkswagen Jetta. Etching visible, needs touch-up.",Low,2024-12-13
CLM00999,Minor scrape on front bumper while parking on 03/22/2025 at Springfield Shopping Center. 2019 Audi A4. Paint transfer visible.,Low,2025-03-22
CLM01000,"Bird damage to paint on hood on 214 days ago. 2021 Mazda CX-5. Etching visible, needs touch-up.",Low,2025-03-05
CLM01001,Windshield chip from road debris on 96 days ago while driving on School Road. 2019 Honda Accord. Small chip needs repair before it spreads.,Low,2025-07-01
CLM01002,Severe accident on highway near Brookline on 08/18/2025. 2020 Chevrolet Silverado struck by semi-truck. Major damage to entire quarter panel side. Vehicle towed from scene. Hospital treatment required. Police report number RPT742820.,High,2025-08-18
CLM01003,"Broken passenger side discovered on October 10, 2024 at Malden Plaza. Likely vandalism while parked. 2020 Subaru Outback.",Low,2024-10-10
CLM01004,Windshield chip from road debris on 302 days ago while driving on Cedar Lane. 2021 Volkswagen Jetta. Small chip needs repair before it spreads.,Low,2024-12-07
CLM01005,Small dent from hail storm on 05/20/2025. 2021 Volvo XC90 parked at Quincy Plaza. tail light affected.,Low,2025-05-20
CLM01006,Minor parking lot incident on 55 days ago. Small scratch on driver side door of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.,Low,2025-08-11
CLM01007,"Shopping cart dent on tail light at Lowell shopping center on February 05, 2025. 2019 Infiniti Q50. Superficial damage only.",Low,2025-02-05
CLM01008,Broken passenger side discovered on 225 days ago at Hartford Parking Garage. Likely vandalism while parked. 2021 Mazda CX-5.,Low,2025-02-22
CLM01009,Hit by opening car door on 191 days ago at Malden Plaza. Damage to passenger side of my 2021 Volvo XC90. Other party admitted fault.,Medium,2025-03-28
CLM01010,"Hit by opening car door on September 09, 2025 at Providence Plaza. Damage to rear bumper of my 2019 Hyundai Elantra. Other party admitted fault.",Medium,2025-09-09
CLM01011,"Bird damage to paint on hood on 04/12/2025. 2021 Mazda CX-5. Etching visible, needs touch-up.",Low,2025-04-12
CLM01012,"Bird damage to paint on hood on 01/07/2025. 2021 Volvo XC90. Etching visible, needs touch-up.",Low,2025-01-07
CLM01013,Small scratch along hood noticed on 322 days ago. Unknown cause. 2020 Kia Sorento parked at Cambridge Parking Garage.,Low,2024-11-17
CLM01014,"Rear-ended at intersection of Church St and Church St in Somerville on June 22, 2025. My 2021 Mazda CX-5 sustained moderate damage to quarter panel. Police report filed.",Medium,2025-06-22
CLM01015,Small dent from hail storm on 08/31/2025. 2020 GMC Sierra parked at Somerville Mall. hood affected.,Low,2025-08-31
CLM01016,"Minor parking lot incident on October 31, 2024. Small scratch on headlight of my 2021 Volvo XC90. No injuries. Other party left contact information.",Low,2024-10-31
CLM01017,Small dent from hail storm on 07/09/2025. 2022 BMW X5 parked at Waltham Mall. side mirror affected.,Low,2025-07-09
CLM01018,Shopping cart dent on headlight at Lynn shopping center on 08/19/2025. 2018 Ford F-150. Superficial damage only.,Low,2025-08-19
CLM01019,Minor parking lot incident on 222 days ago. Small scratch on quarter panel of my 2020 GMC Sierra. No injuries. Other party left contact information.,Low,2025-02-25
CLM01020,"Bird damage to paint on hood on March 11, 2025. 2018 Ford F-150. Etching visible, needs touch-up.",Low,2025-03-11
CLM01021,"Minor bumper contact in parking garage on August 25, 2025. 2022 Mercedes-Benz C-Class. Both parties exchanged information.",Low,2025-08-25
CLM01022,"Broken front bumper discovered on November 06, 2024 at Providence Mall. Likely vandalism while parked. 2020 Subaru Outback.",Low,2024-11-06
CLM01023,Small scratch along passenger side noticed on 07/11/2025. Unknown cause. 2021 Volkswagen Jetta parked at Waltham Shopping Center.,Low,2025-07-11
CLM01024,Shopping cart dent on windshield at Somerville shopping center on 215 days ago. 2019 Nissan Altima. Superficial damage only.,Low,2025-03-04
CLM01025,Hit and run while parked on 08/19/2025 at Quincy Plaza. 2021 Mazda CX-5 has significant damage to tail light. Witnesses provided partial plate number.,Medium,2025-08-19
CLM01026,Head-on collision on Pine Road near Somerville on 213 days ago. 2019 Audi A4 sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.,High,2025-03-06
CLM01027,"Small scratch along quarter panel noticed on May 28, 2025. Unknown cause. 2021 Tesla Model 3 parked at Somerville Plaza.",Low,2025-05-28
CLM01028,Shopping cart dent on passenger side at Providence shopping center on 09/12/2025. 2021 Tesla Model 3. Superficial damage only.,Low,2025-09-12
CLM01029,Tire damage from pothole on Oak Ave on 294 days ago. 2022 Acura MDX. Tire needs replacement.,Low,2024-12-15
CLM01030,"Rear-ended at intersection of Cedar Lane and Church St in Newton on June 25, 2025. My 2021 Volvo XC90 sustained moderate damage to trunk. Police report filed.",Medium,2025-06-25
CLM01031,Hit by opening car door on 312 days ago at Medford Parking Garage. Damage to driver side door of my 2018 Ford F-150. Other party admitted fault.,Medium,2024-11-27
CLM01032,"Backed into pole in parking lot on December 24, 2024 at Malden Mall. 2018 Jeep Wrangler has dent in tail light. My fault, estimated repair cost $3,500.",Medium,2024-12-24
CLM01033,"Minor bumper contact in parking garage on December 15, 2024. 2019 Audi A4. Both parties exchanged information.",Low,2024-12-15
CLM01034,Windshield chip from road debris on 05/16/2025 while driving on Summer St. 2020 GMC Sierra. Small chip needs repair before it spreads.,Low,2025-05-16
CLM01035,Rear-ended at intersection of Hill Ave and Union Street in Quincy on 239 days ago. My 2021 Volvo XC90 sustained moderate damage to windshield. Police report filed.,Medium,2025-02-08
CLM01036,Shopping cart dent on fender at Lynn shopping center on 05/08/2025. 2021 Volvo XC90. Superficial damage only.,Low,2025-05-08
CLM01037,"My 2020 Subaru Outback was struck by drunk driver on 94 days ago at Brookline Parking Garage. Extensive damage to front bumper, rear bumper, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-07-03
CLM01038,Broken tail light discovered on 12/06/2024 at Somerville Plaza. Likely vandalism while parked. 2019 Hyundai Elantra.,Low,2024-12-06
CLM01039,"Windshield chip from road debris on January 23, 2025 while driving on School Road. 2019 Audi A4. Small chip needs repair before it spreads.",Low,2025-01-23
CLM01040,Collision with deer on Hill Ave near Quincy on 264 days ago. 2018 Jeep Wrangler has front-end damage including trunk and hood. Police report available.,Medium,2025-01-14
CLM01041,Hit and run while parked on 10 days ago at Cambridge Mall. 2018 Ford F-150 has significant damage to headlight. Witnesses provided partial plate number.,Medium,2025-09-25
CLM01042,Vehicle struck by falling branch during storm on 09/13/2025. 2021 Mazda CX-5 has damage to driver side door and windshield. Tree maintenance company notified.,Medium,2025-09-13
CLM01043,"Backed into pole in parking lot on 97 days ago at Cambridge Shopping Center. 2020 Lexus RX has dent in headlight. My fault, estimated repair cost $3,500.",Medium,2025-06-30
CLM01044,Windshield chip from road debris on 12/19/2024 while driving on Church St. 2019 Infiniti Q50. Small chip needs repair before it spreads.,Low,2024-12-19
CLM01045,Small dent from hail storm on 10/20/2024. 2018 Ford F-150 parked at Somerville Mall. passenger side affected.,Low,2024-10-20
CLM01046,Hit and run while parked on 08/02/2025 at Waltham Plaza. 2021 Volvo XC90 has significant damage to side mirror. Witnesses provided partial plate number.,Medium,2025-08-02
CLM01047,"Windshield chip from road debris on February 15, 2025 while driving on Hill Ave. 2020 Lexus RX. Small chip needs repair before it spreads.",Low,2025-02-15
CLM01048,"Fender bender on April 14, 2025 at Elm Street in Quincy. 2019 Hyundai Elantra damage to front bumper. Both drivers remained at scene.",Medium,2025-04-14
CLM01049,"Minor bumper contact in parking garage on March 03, 2025. 2020 Kia Sorento. Both parties exchanged information.",Low,2025-03-03
CLM01050,Minor parking lot incident on 212 days ago. Small scratch on passenger side of my 2022 Mercedes-Benz C-Class. No injuries. Other party left contact information.,Low,2025-03-07
CLM01051,Tire damage from pothole on School Road on 169 days ago. 2022 Acura MDX. Tire needs replacement.,Low,2025-04-19
CLM01052,Vehicle damaged by shopping cart blown by wind on 11/16/2024. 2019 Nissan Altima has dents on headlight. Security footage available.,Medium,2024-11-16
CLM01053,Windshield chip from road debris on 01/05/2025 while driving on School Road. 2019 Audi A4. Small chip needs repair before it spreads.,Low,2025-01-05
CLM01054,Fender bender on 232 days ago at Summer St in Newton. 2022 BMW X5 damage to hood. Both drivers remained at scene.,Medium,2025-02-15
CLM01055,Tire damage from pothole on Pine Road on 158 days ago. 2019 Infiniti Q50. Tire needs replacement.,Low,2025-04-30
CLM01056,Side-swiped on highway near Brookline on 10/21/2024. 2021 Tesla Model 3 has damage to windshield and hood. Other driver cited for unsafe lane change.,Medium,2024-10-21
CLM01057,"Rear-ended at intersection of Pine Road and Oak Ave in Newton on February 25, 2025. My 2018 Ford F-150 sustained moderate damage to trunk. Police report filed.",Medium,2025-02-25
CLM01058,Minor bumper contact in parking garage on 216 days ago. 2022 Mercedes-Benz C-Class. Both parties exchanged information.,Low,2025-03-03
CLM01059,"Minor parking lot incident on March 13, 2025. Small scratch on rear bumper of my 2021 Volvo XC90. No injuries. Other party left contact information.",Low,2025-03-13
CLM01060,Broken rear bumper discovered on 06/28/2025 at Malden Plaza. Likely vandalism while parked. 2021 Tesla Model 3.,Low,2025-06-28
CLM01061,"Devastating hail storm on 02/11/2025 damaged 2018 Ford F-150 and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-02-11
CLM01062,"Hit and run while parked on January 14, 2025 at Springfield Shopping Center. 2022 BMW X5 has significant damage to side mirror. Witnesses provided partial plate number.",Medium,2025-01-14
CLM01063,"URGENT: House fire at 3970 Cedar Lane, Providence on 85 days ago. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $50,000. Fire department report available. Family displaced.",High,2025-07-12
CLM01064,Vehicle struck by falling branch during storm on 05/06/2025. 2022 Mercedes-Benz C-Class has damage to passenger side and windshield. Tree maintenance company notified.,Medium,2025-05-06
CLM01065,"Tire damage from pothole on Union Street on May 08, 2025. 2019 Infiniti Q50. Tire needs replacement.",Low,2025-05-08
CLM01066,Collision with deer on Broadway near Somerville on 09/13/2025. 2020 Kia Sorento has front-end damage including hood and front bumper. Police report available.,Medium,2025-09-13
CLM01067,Collision with deer on Pine Road near Cambridge on 01/04/2025. 2019 Nissan Altima has front-end damage including quarter panel and rear bumper. Police report available.,Medium,2025-01-04
CLM01068,Broken passenger side discovered on 04/19/2025 at Lynn Shopping Center. Likely vandalism while parked. 2019 Hyundai Elantra.,Low,2025-04-19
CLM01069,Small scratch along quarter panel noticed on 291 days ago. Unknown cause. 2018 Ford F-150 parked at Newton Mall.,Low,2024-12-18
CLM01070,Small dent from hail storm on 09/12/2025. 2020 Kia Sorento parked at Brookline Parking Garage. rear bumper affected.,Low,2025-09-12
CLM01071,Windshield chip from road debris on 08/23/2025 while driving on Pine Road. 2019 Honda Accord. Small chip needs repair before it spreads.,Low,2025-08-23
CLM01072,"Small scratch along front bumper noticed on July 20, 2025. Unknown cause. 2020 Toyota Camry parked at Worcester Plaza.",Low,2025-07-20
CLM01073,Small dent from hail storm on 03/20/2025. 2022 Acura MDX parked at Springfield Plaza. headlight affected.,Low,2025-03-20
CLM01074,Shopping cart dent on front bumper at Lowell shopping center on 05/30/2025. 2018 Ford F-150. Superficial damage only.,Low,2025-05-30
CLM01075,"Small dent from hail storm on July 04, 2025. 2022 BMW X5 parked at Newton Shopping Center. trunk affected.",Low,2025-07-04
CLM01076,Small dent from hail storm on 11/17/2024. 2019 Hyundai Elantra parked at Worcester Shopping Center. headlight affected.,Low,2024-11-17
CLM01077,"Broken trunk discovered on October 09, 2024 at Somerville Parking Garage. Likely vandalism while parked. 2022 Acura MDX.",Low,2024-10-09
CLM01078,Small scratch along windshield noticed on 195 days ago. Unknown cause. 2019 Infiniti Q50 parked at Newton Plaza.,Low,2025-03-24
