claim_id,description,actual_severity,filing_date
CLM00377,Hit by opening car door on 83 days ago at Providence Parking Garage. Damage to side mirror of my 2019 Infiniti Q50. Other party admitted fault.,Medium,2025-07-14
CLM00378,Small dent from hail storm on 05/28/2025. 2019 Hyundai Elantra parked at Lynn Parking Garage. tail light affected.,Low,2025-05-28
CLM00379,"Bird damage to paint on hood on March 23, 2025. 2020 Subaru Outback. Etching visible, needs touch-up.",Low,2025-03-23
CLM00380,Small dent from hail storm on 07/12/2025. 2021 Mazda CX-5 parked at Waltham Plaza. headlight affected.,Low,2025-07-12
CLM00381,"URGENT: House fire at 547 Spring St, Brookline on December 18, 2024. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $100,000. Fire department report available. Family displaced.",High,2024-12-18
CLM00382,Tire damage from pothole on Hill Ave on 254 days ago. 2019 Nissan Altima. Tire needs replacement.,Low,2025-01-24
CLM00383,"Minor bumper contact in parking garage on August 10, 2025. 2020 Lexus RX. Both parties exchanged information.",Low,2025-08-10
CLM00384,Vehicle struck by falling branch during storm on 359 days ago. 2020 Kia Sorento has damage to quarter panel and windshield. Tree maintenance company notified.,Medium,2024-10-11
CLM00385,Broken passenger side discovered on 293 days ago at Waltham Plaza. Likely vandalism while parked. 2019 Hyundai Elantra.,Low,2024-12-16
CLM00386,Shopping cart dent on quarter panel at Malden shopping center on 4 days ago. 2019 Audi A4. Superficial damage only.,Low,2025-10-01
CLM00387,Rear-ended at intersection of Elm Street and Park Ave in Waltham on 04/01/2025. My 2018 Jeep Wrangler sustained moderate damage to fender. Police report filed.,Medium,2025-04-01
CLM00388,Minor scrape on tail light while parking on 7 days ago at Boston Parking Garage. 2022 BMW X5. Paint transfer visible.,Low,2025-09-28
CLM00389,Windshield chip from road debris on 08/12/2025 while driving on Forest Drive. 2021 Mazda CX-5. Small chip needs repair before it spreads.,Low,2025-08-12
CLM00390,"Rear-ended at intersection of Oak Ave and Pine Road in Newton on April 15, 2025. My 2022 Mercedes-Benz C-Class sustained moderate damage to front bumper. Police report filed.",Medium,2025-04-15
CLM00391,Small dent from hail storm on 05/31/2025. 2022 Acura MDX parked at Boston Parking Garage. passenger side affected.,Low,2025-05-31
CLM00392,"Hit by opening car door on May 01, 2025 at Worcester Parking Garage. Damage to front bumper of my 2020 Lexus RX. Other party admitted fault.",Medium,2025-05-01
CLM00393,"Small dent from hail storm on March 13, 2025. 2021 Tesla Model 3 parked at Lynn Plaza. fender affected.",Low,2025-03-13
CLM00394,Small dent from hail storm on 67 days ago. 2020 Toyota Camry parked at Hartford Plaza. rear bumper affected.,Low,2025-07-30
CLM00395,Side-swiped on highway near Hartford on 09/03/2025. 2019 Audi A4 has damage to tail light and fender. Other driver cited for unsafe lane change.,Medium,2025-09-03
CLM00396,Small scratch along hood noticed on 196 days ago. Unknown cause. 2021 Tesla Model 3 parked at Cambridge Shopping Center.,Low,2025-03-23
CLM00397,Head-on collision on Main St near Somerville on 107 days ago. 2020 Kia Sorento sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.,High,2025-06-20
CLM00398,Shopping cart dent on windshield at Newton shopping center on 07/10/2025. 2018 Ford F-150. Superficial damage only.,Low,2025-07-10
CLM00399,Collision with deer on Main St near Springfield on 196 days ago. 2022 BMW X5 has front-end damage including rear bumper and windshield. Police report available.,Medium,2025-03-23
CLM00400,Minor collision at stoplight on 01/12/2025. 2022 BMW X5 bumped from behind. Damage to side mirror.,Medium,2025-01-12
CLM00401,"Tire damage from pothole on Main St on September 01, 2025. 2022 BMW X5. Tire needs replacement.",Low,2025-09-01
CLM00402,"Fender bender on December 06, 2024 at Park Ave in Lowell. 2019 Nissan Altima damage to fender. Both drivers remained at scene.",Medium,2024-12-06
CLM00403,Shopping cart dent on front bumper at Somerville shopping center on 12/23/2024. 2021 Tesla Model 3. Superficial damage only.,Low,2024-12-23
CLM00404,Severe accident on highway near Cambridge on 16 days ago. 2020 GMC Sierra struck by semi-truck. Major damage to entire tail light side. Vehicle towed from scene. Hospital treatment required. Police report number RPT309179.,High,2025-09-19
CLM00405,Minor bumper contact in parking garage on 03/07/2025. 2018 Jeep Wrangler. Both parties exchanged information.,Low,2025-03-07
CLM00406,Vehicle struck by falling branch during storm on 08/07/2025. 2021 Volvo XC90 has damage to trunk and windshield. Tree maintenance company notified.,Medium,2025-08-07
CLM00407,Hit by opening car door on 09/28/2025 at Cambridge Parking Garage. Damage to driver side door of my 2021 Volkswagen Jetta. Other party admitted fault.,Medium,2025-09-28
CLM00408,"Bird damage to paint on hood on 06/17/2025. 2021 Volvo XC90. Etching visible, needs touch-up.",Low,2025-06-17
CLM00409,Minor bumper contact in parking garage on 11/21/2024. 2018 Ford F-150. Both parties exchanged information.,Low,2024-11-21
CLM00410,Minor parking lot incident on 194 days ago. Small scratch on headlight of my 2022 BMW X5. No injuries. Other party left contact information.,Low,2025-03-25
CLM00411,"Bird damage to paint on hood on 06/06/2025. 2019 Infiniti Q50. Etching visible, needs touch-up.",Low,2025-06-06
CLM00412,"Small dent from hail storm on January 30, 2025. 2022 Acura MDX parked at Medford Parking Garage. windshield affected.",Low,2025-01-30
CLM00413,"Collision with deer on River Road near Hartford on January 25, 2025. 2022 Acura MDX has front-end damage including rear bumper and front bumper. Police report available.",Medium,2025-01-25
CLM00414,Minor parking lot incident on 51 days ago. Small scratch on hood of my 2022 Mercedes-Benz C-Class. No injuries. Other party left contact information.,Low,2025-08-15
CLM00415,"Small scratch along headlight noticed on April 02, 2025. Unknown cause. 2018 Jeep Wrangler parked at Waltham Mall.",Low,2025-04-02
CLM00416,Small scratch along headlight noticed on 13 days ago. Unknown cause. 2018 Jeep Wrangler parked at Worcester Shopping Center.,Low,2025-09-22
CLM00417,"Small dent from hail storm on January 07, 2025. 2020 Chevrolet Silverado parked at Quincy Shopping Center. windshield affected.",Low,2025-01-07
CLM00418,Rear-ended at intersection of Church St and Union Street in Brookline on 10/12/2024. My 2019 Infiniti Q50 sustained moderate damage to trunk. Police report filed.,Medium,2024-10-12
CLM00419,Hit by opening car door on 04/25/2025 at Worcester Plaza. Damage to hood of my 2019 Honda Accord. Other party admitted fault.,Medium,2025-04-25
CLM00420,"Tire damage from pothole on Church St on February 23, 2025. 2020 GMC Sierra. Tire needs replacement.",Low,2025-02-23
CLM00421,Tire damage from pothole on Spring St on 72 days ago. 2019 Nissan Altima. Tire needs replacement.,Low,2025-07-25
CLM00422,"Side-swiped on highway near Worcester on August 15, 2025. 2019 Audi A4 has damage to quarter panel and windshield. Other driver cited for unsafe lane change.",Medium,2025-08-15
CLM00423,Minor bumper contact in parking garage on 50 days ago. 2021 Volvo XC90. Both parties exchanged information.,Low,2025-08-16
CLM00424,Tire damage from pothole on Forest Drive on 111 days ago. 2019 Infiniti Q50. Tire needs replacement.,Low,2025-06-16
CLM00425,Side-swiped on highway near Cambridge on 12/06/2024. 2019 Honda Accord has damage to quarter panel and passenger side. Other driver cited for unsafe lane change.,Medium,2024-12-06
CLM00426,"Minor bumper contact in parking garage on December 19, 2024. 2020 Lexus RX. Both parties exchanged information.",Low,2024-12-19
CLM00427,"Broken fender discovered on March 27, 2025 at Quincy Parking Garage. Likely vandalism while parked. 2021 Tesla Model 3.",Low,2025-03-27
CLM00428,"Minor bumper contact in parking garage on April 06, 2025. 2020 Subaru Outback. Both parties exchanged information.",Low,2025-04-06
CLM00429,Severe accident on highway near Quincy on 12/12/2024. 2020 GMC Sierra struck by semi-truck. Major damage to entire rear bumper side. Vehicle towed from scene. Hospital treatment required. Police report number RPT696318.,High,2024-12-12
CLM00430,Minor scrape on headlight while parking on 10/11/2024 at Quincy Shopping Center. 2022 Mercedes-Benz C-Class. Paint transfer visible.,Low,2024-10-11
CLM00431,Minor collision at stoplight on 206 days ago. 2021 Volkswagen Jetta bumped from behind. Damage to windshield.,Medium,2025-03-13
CLM00432,"Tire damage from pothole on Pine Road on January 17, 2025. 2020 GMC Sierra. Tire needs replacement.",Low,2025-01-17
CLM00433,Small dent from hail storm on 07/10/2025. 2019 Hyundai Elantra parked at Worcester Plaza. driver side door affected.,Low,2025-07-10
CLM00434,"Total loss - 2018 Ford F-150 completely submerged during flooding on Highland Ave near Providence on October 18, 2024. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.",High,2024-10-18
CLM00435,"My 2019 Nissan Altima was struck by drunk driver on 70 days ago at Springfield Parking Garage. Extensive damage to fender, windshield, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-07-27
CLM00436,Windshield chip from road debris on 248 days ago while driving on Park Ave. 2022 Acura MDX. Small chip needs repair before it spreads.,Low,2025-01-30
CLM00437,"Minor parking lot incident on September 17, 2025. Small scratch on tail light of my 2020 Kia Sorento. No injuries. Other party left contact information.",Low,2025-09-17
CLM00438,Minor scrape on front bumper while parking on 125 days ago at Waltham Plaza. 2020 GMC Sierra. Paint transfer visible.,Low,2025-06-02
CLM00439,Small scratch along hood noticed on 07/16/2025. Unknown cause. 2021 Tesla Model 3 parked at Somerville Mall.,Low,2025-07-16
CLM00440,Rear-ended at intersection of Union Street and Main St in Brookline on 321 days ago. My 2022 BMW X5 sustained moderate damage to windshield. Police report filed.,Medium,2024-11-18
CLM00441,"Rear-ended at intersection of Lake Street and Summer St in Brookline on July 28, 2025. My 2022 Acura MDX sustained moderate damage to side mirror. Police report filed.",Medium,2025-07-28
CLM00442,Minor bumper contact in parking garage on 01/15/2025. 2020 Chevrolet Silverado. Both parties exchanged information.,Low,2025-01-15
CLM00443,Tire damage from pothole on Summer St on 217 days ago. 2019 Hyundai Elantra. Tire needs replacement.,Low,2025-03-02
CLM00444,Vehicle damaged by shopping cart blown by wind on 1 days ago. 2018 Ford F-150 has dents on front bumper. Security footage available.,Medium,2025-10-04
CLM00445,Small scratch along fender noticed on 10/06/2024. Unknown cause. 2020 Lexus RX parked at Worcester Shopping Center.,Low,2024-10-06
CLM00446,"Vehicle struck by falling branch during storm on January 21, 2025. 2018 Ford F-150 has damage to trunk and windshield. Tree maintenance company notified.",Medium,2025-01-21
CLM00447,"Tree fell on 2021 Volvo XC90 during severe storm on 273 days ago at 6542 Hill Ave, Medford. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-01-05
CLM00448,"Backed into pole in parking lot on 12/27/2024 at Cambridge Plaza. 2019 Hyundai Elantra has dent in rear bumper. My fault, estimated repair cost $3,500.",Medium,2024-12-27
CLM00449,Small dent from hail storm on 11/26/2024. 2021 Mazda CX-5 parked at Malden Parking Garage. trunk affected.,Low,2024-11-26
CLM00450,Vehicle struck by falling branch during storm on 03/16/2025. 2021 Volkswagen Jetta has damage to fender and windshield. Tree maintenance company notified.,Medium,2025-03-16
CLM00451,Broken fender discovered on 12/11/2024 at Providence Shopping Center. Likely vandalism while parked. 2021 Volvo XC90.,Low,2024-12-11
CLM00452,Minor parking lot incident on 02/17/2025. Small scratch on windshield of my 2018 Dodge Ram. No injuries. Other party left contact information.,Low,2025-02-17
CLM00453,Shopping cart dent on tail light at Quincy shopping center on 07/31/2025. 2020 Kia Sorento. Superficial damage only.,Low,2025-07-31
CLM00454,Tire damage from pothole on River Road on 127 days ago. 2022 Mercedes-Benz C-Class. Tire needs replacement.,Low,2025-05-31
CLM00455,Windshield chip from road debris on 172 days ago while driving on Elm Street. 2019 Hyundai Elantra. Small chip needs repair before it spreads.,Low,2025-04-16
CLM00456,Vehicle struck by falling branch during storm on 38 days ago. 2019 Hyundai Elantra has damage to trunk and windshield. Tree maintenance company notified.,Medium,2025-08-28
CLM00457,Total loss - 2020 Chevrolet Silverado completely submerged during flooding on Broadway near Hartford on 07/20/2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-07-20
CLM00458,"URGENT: Major collision on 237 days ago at Pleasant St and Church St in Medford. My 2022 BMW X5 was hit by driver who ran red light. Extensive damage to trunk, driver side door, and driver side door. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2025-02-10
CLM00459,Vehicle damaged by shopping cart blown by wind on 07/30/2025. 2021 Volkswagen Jetta has dents on side mirror. Security footage available.,Medium,2025-07-30
CLM00460,Minor collision at stoplight on 43 days ago. 2021 Volvo XC90 bumped from behind. Damage to tail light.,Medium,2025-08-23
CLM00461,"Rear-ended at intersection of River Road and Main St in Cambridge on October 16, 2024. My 2018 Jeep Wrangler sustained moderate damage to tail light. Police report filed.",Medium,2024-10-16
CLM00462,"Fender bender on March 24, 2025 at Park Ave in Somerville. 2022 Mercedes-Benz C-Class damage to tail light. Both drivers remained at scene.",Medium,2025-03-24
CLM00463,Vehicle struck by falling branch during storm on 243 days ago. 2020 Chevrolet Silverado has damage to hood and windshield. Tree maintenance company notified.,Medium,2025-02-04
CLM00464,Side-swiped on highway near Hartford on 05/02/2025. 2018 Dodge Ram has damage to driver side door and front bumper. Other driver cited for unsafe lane change.,Medium,2025-05-02
CLM00465,"Bird damage to paint on hood on March 03, 2025. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2025-03-03
CLM00466,"Minor scrape on passenger side while parking on September 12, 2025 at Brookline Mall. 2018 Ford F-150. Paint transfer visible.",Low,2025-09-12
CLM00467,"Small scratch along fender noticed on October 07, 2024. Unknown cause. 2020 GMC Sierra parked at Springfield Shopping Center.",Low,2024-10-07
CLM00468,"URGENT: House fire at 9725 Broadway, Waltham on 38 days ago. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $150,000. Fire department report available. Family displaced.",High,2025-08-28
CLM00469,"My 2018 Ford F-150 was struck by drunk driver on 02/18/2025 at Somerville Parking Garage. Extensive damage to passenger side, front bumper, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-02-18
CLM00470,Windshield chip from road debris on 42 days ago while driving on Union Street. 2021 Volvo XC90. Small chip needs repair before it spreads.,Low,2025-08-24
CLM00471,"Broken tail light discovered on September 14, 2025 at Worcester Mall. Likely vandalism while parked. 2020 Chevrolet Silverado.",Low,2025-09-14
CLM00472,"Rear-ended at intersection of Pine Road and Park Ave in Worcester on January 09, 2025. My 2020 Lexus RX sustained moderate damage to rear bumper. Police report filed.",Medium,2025-01-09
CLM00473,Minor parking lot incident on 223 days ago. Small scratch on windshield of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.,Low,2025-02-24
CLM00474,Small dent from hail storm on 12/18/2024. 2019 Audi A4 parked at Worcester Parking Garage. tail light affected.,Low,2024-12-18
CLM00475,"Vehicle damaged by shopping cart blown by wind on July 03, 2025. 2020 GMC Sierra has dents on side mirror. Security footage available.",Medium,2025-07-03
CLM00476,Small scratch along passenger side noticed on 08/22/2025. Unknown cause. 2019 Honda Accord parked at Springfield Parking Garage.,Low,2025-08-22
CLM00477,Minor bumper contact in parking garage on 01/31/2025. 2020 Kia Sorento. Both parties exchanged information.,Low,2025-01-31
CLM00478,"Minor bumper contact in parking garage on January 31, 2025. 2018 Jeep Wrangler. Both parties exchanged information.",Low,2025-01-31
CLM00479,Side-swiped on highway near Brookline on 11/27/2024. 2022 BMW X5 has damage to front bumper and front bumper. Other driver cited for unsafe lane change.,Medium,2024-11-27
CLM00480,"Shopping cart dent on headlight at Waltham shopping center on February 13, 2025. 2020 Subaru Outback. Superficial damage only.",Low,2025-02-13
CLM00481,Hit by opening car door on 17 days ago at Newton Parking Garage. Damage to quarter panel of my 2018 Jeep Wrangler. Other party admitted fault.,Medium,2025-09-18
CLM00482,Small dent from hail storm on 335 days ago. 2022 BMW X5 parked at Springfield Parking Garage. passenger side affected.,Low,2024-11-04
CLM00483,Small scratch along tail light noticed on 01/03/2025. Unknown cause. 2022 BMW X5 parked at Waltham Parking Garage.,Low,2025-01-03
CLM00484,Shopping cart dent on quarter panel at Lynn shopping center on 08/11/2025. 2022 Acura MDX. Superficial damage only.,Low,2025-08-11
CLM00485,Small scratch along side mirror noticed on 10 days ago. Unknown cause. 2019 Infiniti Q50 parked at Lynn Mall.,Low,2025-09-25
CLM00486,Vehicle damaged by shopping cart blown by wind on 05/17/2025. 2020 Toyota Camry has dents on tail light. Security footage available.,Medium,2025-05-17
CLM00487,Side-swiped on highway near Cambridge on 03/06/2025. 2021 Volvo XC90 has damage to hood and windshield. Other driver cited for unsafe lane change.,Medium,2025-03-06
CLM00488,"Multi-vehicle pileup on May 13, 2025 on highway near Brookline. 2021 Mazda CX-5 sandwiched between two vehicles. Damage to front and rear including trunk, trunk, tail light. Major traffic incident with police investigation ongoing.",High,2025-05-13
CLM00489,"Minor bumper contact in parking garage on November 02, 2024. 2020 Chevrolet Silverado. Both parties exchanged information.",Low,2024-11-02
CLM00490,Fender bender on 01/28/2025 at Cedar Lane in Worcester. 2022 BMW X5 damage to windshield. Both drivers remained at scene.,Medium,2025-01-28
CLM00491,"Bird damage to paint on hood on August 26, 2025. 2019 Nissan Altima. Etching visible, needs touch-up.",Low,2025-08-26
CLM00492,"Total loss - 2020 Kia Sorento completely submerged during flooding on Lake Street near Newton on February 01, 2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.",High,2025-02-01
CLM00493,"Small scratch along side mirror noticed on March 17, 2025. Unknown cause. 2021 Mazda CX-5 parked at Lynn Mall.",Low,2025-03-17
CLM00494,"Small dent from hail storm on January 21, 2025. 2019 Honda Accord parked at Lynn Shopping Center. driver side door affected.",Low,2025-01-21
CLM00495,Minor collision at stoplight on 34 days ago. 2020 Kia Sorento bumped from behind. Damage to trunk.,Medium,2025-09-01
CLM00496,Minor bumper contact in parking garage on 10/15/2024. 2021 Mazda CX-5. Both parties exchanged information.,Low,2024-10-15
CLM00497,Vehicle damaged by shopping cart blown by wind on 04/03/2025. 2021 Volvo XC90 has dents on headlight. Security footage available.,Medium,2025-04-03
CLM00498,"Broken trunk discovered on May 16, 2025 at Lynn Parking Garage. Likely vandalism while parked. 2018 Ford F-150.",Low,2025-05-16
CLM00499,"Multi-vehicle pileup on December 22, 2024 on highway near Somerville. 2021 Volkswagen Jetta sandwiched between two vehicles. Damage to front and rear including headlight, fender, quarter panel. Major traffic incident with police investigation ongoing.",High,2024-12-22
CLM00500,"Hit and run while parked on September 22, 2025 at Lynn Shopping Center. 2018 Ford F-150 has significant damage to quarter panel. Witnesses provided partial plate number.",Medium,2025-09-22
CLM00501,Minor bumper contact in parking garage on 11/20/2024. 2021 Volkswagen Jetta. Both parties exchanged information.,Low,2024-11-20
CLM00502,Hit and run while parked on 08/05/2025 at Medford Shopping Center. 2021 Volvo XC90 has significant damage to driver side door. Witnesses provided partial plate number.,Medium,2025-08-05
CLM00503,Minor scrape on fender while parking on 311 days ago at Providence Parking Garage. 2021 Volkswagen Jetta. Paint transfer visible.,Low,2024-11-28
CLM00504,"Backed into pole in parking lot on 12/15/2024 at Somerville Shopping Center. 2019 Audi A4 has dent in fender. My fault, estimated repair cost $3,500.",Medium,2024-12-15
CLM00505,"Tire damage from pothole on Forest Drive on September 06, 2025. 2018 Jeep Wrangler. Tire needs replacement.",Low,2025-09-06
CLM00506,Tire damage from pothole on Maple Drive on 153 days ago. 2022 BMW X5. Tire needs replacement.,Low,2025-05-05
CLM00507,Small dent from hail storm on 01/07/2025. 2020 Subaru Outback parked at Lowell Mall. front bumper affected.,Low,2025-01-07
CLM00508,Broken fender discovered on 31 days ago at Newton Parking Garage. Likely vandalism while parked. 2020 Subaru Outback.,Low,2025-09-04
CLM00509,Hit by opening car door on 03/16/2025 at Boston Mall. Damage to tail light of my 2018 Dodge Ram. Other party admitted fault.,Medium,2025-03-16
CLM00510,"Small scratch along passenger side noticed on April 27, 2025. Unknown cause. 2019 Audi A4 parked at Medford Parking Garage.",Low,2025-04-27
CLM00511,"Tire damage from pothole on Summer St on August 09, 2025. 2019 Infiniti Q50. Tire needs replacement.",Low,2025-08-09
CLM00512,"Collision with deer on Maple Drive near Boston on July 13, 2025. 2020 Toyota Camry has front-end damage including passenger side and trunk. Police report available.",Medium,2025-07-13
CLM00513,"Hit by opening car door on November 24, 2024 at Somerville Parking Garage. Damage to passenger side of my 2020 GMC Sierra. Other party admitted fault.",Medium,2024-11-24
CLM00514,Tire damage from pothole on Main St on 06/06/2025. 2018 Dodge Ram. Tire needs replacement.,Low,2025-06-06
CLM00515,Rear-ended at intersection of Park Ave and Forest Drive in Springfield on 158 days ago. My 2022 BMW X5 sustained moderate damage to driver side door. Police report filed.,Medium,2025-04-30
CLM00516,Small scratch along tail light noticed on 01/28/2025. Unknown cause. 2019 Honda Accord parked at Brookline Parking Garage.,Low,2025-01-28
CLM00517,Minor bumper contact in parking garage on 112 days ago. 2022 Mercedes-Benz C-Class. Both parties exchanged information.,Low,2025-06-15
CLM00518,"Minor bumper contact in parking garage on July 12, 2025. 2018 Jeep Wrangler. Both parties exchanged information.",Low,2025-07-12
CLM00519,Collision with deer on Spring St near Medford on 12/09/2024. 2018 Dodge Ram has front-end damage including headlight and trunk. Police report available.,Medium,2024-12-09
CLM00520,Broken side mirror discovered on 06/04/2025 at Springfield Shopping Center. Likely vandalism while parked. 2018 Ford F-150.,Low,2025-06-04
CLM00521,"Side-swiped on highway near Cambridge on April 20, 2025. 2018 Jeep Wrangler has damage to hood and rear bumper. Other driver cited for unsafe lane change.",Medium,2025-04-20
CLM00522,Collision with deer on Elm Street near Newton on 02/04/2025. 2020 Lexus RX has front-end damage including quarter panel and tail light. Police report available.,Medium,2025-02-04
CLM00523,"Broken hood discovered on February 07, 2025 at Lowell Parking Garage. Likely vandalism while parked. 2020 Lexus RX.",Low,2025-02-07
CLM00524,"Minor parking lot incident on March 30, 2025. Small scratch on passenger side of my 2021 Mazda CX-5. No injuries. Other party left contact information.",Low,2025-03-30
CLM00525,Head-on collision on Union Street near Waltham on 06/07/2025. 2021 Tesla Model 3 sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.,High,2025-06-07
CLM00526,"Minor parking lot incident on February 08, 2025. Small scratch on side mirror of my 2019 Nissan Altima. No injuries. Other party left contact information.",Low,2025-02-08
CLM00527,"Minor scrape on front bumper while parking on August 02, 2025 at Malden Mall. 2019 Infiniti Q50. Paint transfer visible.",Low,2025-08-02
CLM00528,"Broken front bumper discovered on February 02, 2025 at Providence Mall. Likely vandalism while parked. 2022 Mercedes-Benz C-Class.",Low,2025-02-02
CLM00529,Vehicle struck by falling branch during storm on 03/07/2025. 2019 Honda Accord has damage to quarter panel and windshield. Tree maintenance company notified.,Medium,2025-03-07
CLM00530,"Minor parking lot incident on November 14, 2024. Small scratch on windshield of my 2020 Kia Sorento. No injuries. Other party left contact information.",Low,2024-11-14
CLM00531,"Small scratch along rear bumper noticed on March 08, 2025. Unknown cause. 2018 Jeep Wrangler parked at Newton Shopping Center.",Low,2025-03-08
CLM00532,"Small dent from hail storm on August 21, 2025. 2019 Infiniti Q50 parked at Worcester Mall. fender affected.",Low,2025-08-21
CLM00533,"Devastating hail storm on 34 days ago damaged 2022 Acura MDX and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-09-01
CLM00534,Severe accident on highway near Medford on 142 days ago. 2020 Kia Sorento struck by semi-truck. Major damage to entire rear bumper side. Vehicle towed from scene. Hospital treatment required. Police report number RPT692636.,High,2025-05-16
CLM00535,"Bird damage to paint on hood on 09/11/2025. 2020 Toyota Camry. Etching visible, needs touch-up.",Low,2025-09-11
CLM00536,Minor scrape on trunk while parking on 341 days ago at Boston Mall. 2020 Chevrolet Silverado. Paint transfer visible.,Low,2024-10-29
CLM00537,Minor bumper contact in parking garage on 03/28/2025. 2022 Mercedes-Benz C-Class. Both parties exchanged information.,Low,2025-03-28
CLM00538,Hit by opening car door on 83 days ago at Quincy Mall. Damage to side mirror of my 2019 Honda Accord. Other party admitted fault.,Medium,2025-07-14
CLM00539,Minor scrape on rear bumper while parking on 06/21/2025 at Springfield Mall. 2020 Subaru Outback. Paint transfer visible.,Low,2025-06-21
CLM00540,"Tire damage from pothole on Spring St on August 21, 2025. 2020 Subaru Outback. Tire needs replacement.",Low,2025-08-21
CLM00541,Minor scrape on fender while parking on 06/10/2025 at Somerville Shopping Center. 2021 Volkswagen Jetta. Paint transfer visible.,Low,2025-06-10
CLM00542,Minor bumper contact in parking garage on 198 days ago. 2021 Tesla Model 3. Both parties exchanged information.,Low,2025-03-21
CLM00543,Tire damage from pothole on Cedar Lane on 43 days ago. 2020 Chevrolet Silverado. Tire needs replacement.,Low,2025-08-23
CLM00544,"Rear-ended at intersection of Church St and Maple Drive in Worcester on November 06, 2024. My 2019 Nissan Altima sustained moderate damage to passenger side. Police report filed.",Medium,2024-11-06
CLM00545,"Backed into pole in parking lot on 278 days ago at Boston Parking Garage. 2019 Audi A4 has dent in headlight. My fault, estimated repair cost $3,500.",Medium,2024-12-31
CLM00546,"Tree fell on 2020 Kia Sorento during severe storm on 05/14/2025 at 8960 Church St, Worcester. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-05-14
CLM00547,Side-swiped on highway near Providence on 05/08/2025. 2022 Mercedes-Benz C-Class has damage to tail light and quarter panel. Other driver cited for unsafe lane change.,Medium,2025-05-08
CLM00548,Tire damage from pothole on Washington Blvd on 11/20/2024. 2020 Chevrolet Silverado. Tire needs replacement.,Low,2024-11-20
CLM00549,"Bird damage to paint on hood on September 28, 2025. 2021 Volvo XC90. Etching visible, needs touch-up.",Low,2025-09-28
CLM00550,"Rear-ended at intersection of Pine Road and Union Street in Cambridge on February 15, 2025. My 2019 Honda Accord sustained moderate damage to rear bumper. Police report filed.",Medium,2025-02-15
CLM00551,"Shopping cart dent on side mirror at Providence shopping center on November 29, 2024. 2022 Mercedes-Benz C-Class. Superficial damage only.",Low,2024-11-29
CLM00552,"Broken driver side door discovered on September 16, 2025 at Somerville Shopping Center. Likely vandalism while parked. 2020 GMC Sierra.",Low,2025-09-16
CLM00553,Minor scrape on headlight while parking on 97 days ago at Providence Mall. 2020 Toyota Camry. Paint transfer visible.,Low,2025-06-30
CLM00554,Small scratch along side mirror noticed on 93 days ago. Unknown cause. 2021 Mazda CX-5 parked at Quincy Mall.,Low,2025-07-04
CLM00555,Minor scrape on trunk while parking on 03/28/2025 at Brookline Plaza. 2020 Kia Sorento. Paint transfer visible.,Low,2025-03-28
CLM00556,Minor collision at stoplight on 363 days ago. 2020 GMC Sierra bumped from behind. Damage to driver side door.,Medium,2024-10-07
CLM00557,Shopping cart dent on tail light at Lynn shopping center on 06/30/2025. 2018 Jeep Wrangler. Superficial damage only.,Low,2025-06-30
CLM00558,"Broken quarter panel discovered on October 09, 2024 at Worcester Shopping Center. Likely vandalism while parked. 2018 Ford F-150.",Low,2024-10-09
CLM00559,"Bird damage to paint on hood on 10 days ago. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2025-09-25
CLM00560,Broken headlight discovered on 04/16/2025 at Lynn Shopping Center. Likely vandalism while parked. 2020 Lexus RX.,Low,2025-04-16
CLM00561,Hit by opening car door on 136 days ago at Worcester Shopping Center. Damage to hood of my 2018 Jeep Wrangler. Other party admitted fault.,Medium,2025-05-22
CLM00562,Small dent from hail storm on 285 days ago. 2019 Nissan Altima parked at Somerville Mall. hood affected.,Low,2024-12-24
CLM00563,Tire damage from pothole on Broadway on 281 days ago. 2021 Volkswagen Jetta. Tire needs replacement.,Low,2024-12-28
CLM00564,"Minor parking lot incident on April 15, 2025. Small scratch on front bumper of my 2020 Kia Sorento. No injuries. Other party left contact information.",Low,2025-04-15
CLM00565,"Minor bumper contact in parking garage on January 12, 2025. 2019 Honda Accord. Both parties exchanged information.",Low,2025-01-12
